word,anticipation,joy,trust,fear,sadness,disgust,anger,surprise,positive,negative,none
desaprobación,0,0,0,0,0,0,0,0,0,0,1
desarmar,0,0,0,0,0,0,0,0,0,0,2
desarmar,0,0,0,1,0,0,0,0,0,0,2
desarmonía,0,0,0,0,1,1,0,0,0,0,0
desarraigado,0,0,0,0,1,0,0,0,0,0,2
desarraigar,0,0,0,0,0,0,0,2,0,0,0
desarrollada,3,0,4,0,0,0,0,2,0,1,1
desarrollo,0,1,1,0,0,0,0,0,0,0,0
desatado,1,0,0,0,0,0,1,0,0,0,0
desatando,1,0,0,0,0,2,0,0,0,0,0
desatar,0,0,0,0,0,0,0,0,0,0,1
desatar,0,0,0,0,1,2,0,0,0,0,0
desatraer,0,0,0,0,1,9,0,1,0,0,0
desayuno,0,0,0,0,0,0,0,0,0,0,2
desbancar,0,0,0,0,1,0,0,0,0,0,1
desbloquear,0,0,0,0,1,0,0,0,0,0,1
desbloquear,1,1,0,0,0,2,0,0,0,0,6
desbordamiento,0,0,0,0,1,1,0,0,0,0,2
descactivación,0,0,0,1,0,0,0,0,0,0,1
descalificar,0,0,0,0,0,0,0,0,0,0,1
descaradamente,0,0,0,0,0,0,0,0,0,0,2
descaradamente,0,0,0,0,0,0,0,0,0,0,3
descaradamente,0,0,0,0,1,1,0,0,0,0,0
descarado,0,0,0,0,0,1,0,0,0,0,3
descarga,0,0,0,0,0,0,0,0,0,0,2
descargar,2,3,0,0,0,0,0,0,3,0,3
descarrilado,0,0,0,0,0,0,1,0,0,0,0
descarrilar,0,0,0,1,0,0,0,0,0,0,2
descentralizado,0,0,0,0,0,0,0,0,0,0,8
descentralizar,0,2,0,0,1,0,0,0,0,0,2
descerebrados,0,0,0,0,0,0,1,0,0,0,0
desclasificado,0,0,0,0,0,0,0,0,0,0,1
descolonización,0,0,0,0,0,0,0,0,0,0,1
descolonización,1,0,0,0,0,0,0,0,0,0,1
descomponer,0,0,0,0,1,0,0,0,0,0,1
desconcertado,0,0,0,5,0,0,0,0,1,2,1
desconcertar,0,0,0,0,0,0,0,0,0,0,2
desconecte,0,0,0,0,0,0,1,0,0,0,0
desconfianza,0,0,0,0,2,0,0,0,0,0,0
desconfianza,0,0,0,1,0,0,0,0,0,0,0
descongelación,0,0,0,0,0,0,0,0,0,0,5
desconocida,0,0,0,0,0,0,0,0,0,0,1
desconocido,0,0,0,0,0,0,0,0,0,0,1
desconocido,1,0,0,6,0,0,0,0,0,0,3
desconsolada,0,0,0,0,5,0,0,0,0,2,1
descontar,0,1,0,0,0,0,0,0,0,0,0
descontento,0,1,0,0,0,0,0,0,0,0,0
descontento,1,0,0,0,0,0,0,0,0,0,2
descortés,0,0,0,0,0,0,1,0,0,0,0
descortes,0,0,0,0,0,1,0,0,0,0,1
descreer,0,0,0,1,1,1,1,0,0,0,0
descremada,0,0,0,0,0,0,0,0,0,0,8
describir,1,0,0,0,0,0,0,0,0,0,3
descripción,0,1,1,0,0,0,0,0,0,0,1
descriptor,0,0,0,0,0,0,0,0,0,0,2
descubierto,0,1,0,0,0,0,0,1,0,0,0
descubrir,0,0,0,0,0,0,0,0,0,0,2
descubrir,0,1,0,0,1,0,0,4,0,0,0
descuenta,1,0,0,1,0,0,0,2,0,0,0
descuento,0,1,0,0,0,0,0,0,0,0,1
descuidado,0,0,0,0,1,0,0,0,0,0,0
descumplir,0,0,0,0,1,0,0,0,0,0,0
desdeñar,0,0,0,0,1,0,0,0,0,0,0
desdentado,0,0,0,0,1,0,0,0,0,0,0
desdesarrollar,0,0,0,0,1,0,0,0,0,0,0
desechable,0,0,0,0,1,0,0,0,0,0,1
deseche,0,0,0,0,0,0,0,0,0,0,2
desechoas,0,0,0,0,1,0,1,0,0,0,0
deseducad,0,1,0,0,1,0,0,0,0,0,0
deseducado,0,0,0,0,8,1,0,0,0,0,1
deseleccionar,0,0,0,0,0,0,0,0,0,0,1
desembolso,0,0,0,0,0,0,0,0,0,0,2
desempate,0,0,0,0,0,0,0,0,0,0,1
desempleados,0,0,0,0,10,0,0,0,0,0,1
desencadenar,0,4,1,1,0,0,0,0,0,0,3
desencantado,0,0,0,0,8,4,0,0,0,0,0
desenfoque,0,0,0,0,0,1,0,0,0,0,1
desenfrenado,0,0,0,0,0,0,0,1,0,0,0
desenfrenado,0,0,0,6,0,2,1,0,1,0,0
desenredar,0,0,0,0,0,2,1,2,0,0,0
desenredar,0,3,0,0,0,0,0,0,0,1,4
desensibilizar,0,1,0,0,0,2,0,0,0,1,6
desenterrar,0,0,0,0,0,0,0,0,0,0,1
deseo,3,1,0,0,0,0,0,0,3,0,2
desequilibrado,0,0,0,0,0,0,0,0,0,0,2
desequilibrado,0,0,0,0,0,1,0,0,0,0,2
desequilibrado,0,0,0,2,0,0,0,0,0,0,0
desequilibrio,0,0,0,0,0,0,0,0,0,0,1
desertor,0,1,0,0,0,0,0,0,0,0,0
deservicio,0,1,1,0,0,1,1,0,0,0,1
desesperación,0,0,0,0,0,0,1,0,0,0,1
desesperación,0,0,0,1,0,1,0,0,0,0,0
desesperacion,1,0,0,2,2,0,0,0,0,0,0
desesperada,0,0,0,0,2,0,0,0,0,0,1
desesperarse,0,0,0,0,0,0,1,0,0,0,0
desestabilisar,0,0,0,0,2,0,0,0,0,0,0
desestabilizar,0,0,0,0,0,0,0,0,0,0,2
desfallecer,0,0,0,0,1,0,0,0,0,0,0
desfavorecer,0,0,0,0,1,0,2,0,0,0,0
desfinanciar,1,0,0,0,0,0,0,0,0,0,2
desgarrar,0,0,0,2,0,1,1,0,0,0,0
desgaste,0,0,0,0,0,0,0,1,0,0,0
desgrabar,1,0,0,0,0,0,0,0,0,0,0
desgracia,0,0,0,1,1,0,0,0,0,0,2
desgracia,0,2,0,0,0,0,0,0,0,0,1
deshabitar,0,0,0,0,2,0,0,0,0,0,0
deshecho,0,0,0,0,0,0,1,0,0,0,0
deshonesta,0,0,2,0,0,0,0,0,0,0,0
deshonesto,0,0,0,0,0,2,1,0,0,0,1
deshonra,0,0,0,0,2,0,0,0,0,0,2
deshumanas,0,0,0,0,1,0,0,0,0,0,1
desidente,0,0,0,0,0,0,0,0,0,0,1
desidente,0,0,0,0,0,1,0,0,0,0,1
desierto,0,0,0,0,0,0,0,0,0,0,1
desigual,0,0,0,0,0,0,1,0,0,0,0
desigual,0,0,0,1,0,1,0,0,0,0,0
desigualdad,0,0,0,0,5,3,4,0,0,0,0
desiluminar,0,0,0,0,0,0,1,0,0,0,1
desilusión,0,0,0,0,0,0,0,0,0,0,1
desilusionado,0,1,0,0,0,0,0,0,0,0,0
desimpresionar,0,0,0,0,0,1,0,2,0,0,0
desinflar,0,0,0,1,0,0,0,0,0,0,0
desinformar,0,0,1,0,0,1,0,0,0,0,0
desinformar,0,1,0,0,0,1,0,0,0,0,0
desingenio,0,0,0,0,0,0,0,0,0,0,1
desintegración,2,1,0,1,2,0,0,0,0,0,2
desintegrarse,0,0,0,2,0,0,0,0,2,2,2
desinterés,0,0,0,1,0,0,0,0,0,0,0
desinterés,1,1,0,0,0,0,0,0,0,0,0
desinteresadamente,0,0,1,0,0,0,0,0,0,0,0
desinteresado,0,0,0,0,0,0,0,0,0,0,1
deslice,0,1,0,0,0,0,0,0,0,0,1
desliza,0,0,0,0,0,0,0,0,0,0,1
deslucido,0,0,0,0,0,0,0,0,0,0,1
deslumbrante,0,0,0,0,1,0,0,0,0,0,0
desmañado,0,0,0,0,0,2,1,0,0,0,0
desmantelar,0,0,0,0,0,0,0,0,0,0,2
desmembrar,0,0,0,1,0,1,0,0,0,0,0
desmintaje,0,0,0,1,0,0,0,0,0,0,0
desmoldeado,0,0,0,0,0,0,0,0,0,0,1
desmoralización,0,0,0,4,3,2,2,0,0,0,0
desmoronarse,0,0,0,0,0,0,0,0,0,0,2
desmotivado,1,1,0,0,0,0,0,0,0,0,1
desnudarse,0,0,0,0,0,0,0,0,0,0,3
desnudo,0,0,0,0,1,2,0,1,0,0,0
desobedecer,0,1,0,0,0,0,0,0,0,0,0
desobediencia,0,0,0,0,1,0,1,0,0,0,1
desocupado,0,0,0,0,0,0,0,0,0,0,2
desocupar,0,1,0,1,0,0,0,0,0,0,0
desorden,0,0,0,0,0,0,0,0,0,0,1
desorden,0,0,0,0,1,7,3,0,0,0,1
desordenado,0,0,0,0,0,0,0,0,0,0,1
desordenado,0,0,0,0,0,0,0,1,0,0,0
desorganización,0,0,0,1,2,0,0,0,0,0,0
desovar,0,0,0,0,0,0,0,0,0,0,1
despacio,1,0,0,0,0,0,0,0,1,3,4
despedir,0,0,0,0,0,0,0,0,0,0,1
despeje,0,1,0,0,1,0,0,0,2,1,3
desperdiciar,0,0,0,0,1,0,1,0,0,0,0
desperdicios,0,0,0,0,5,1,0,0,0,0,2
despermitirse,0,0,0,0,0,0,0,0,0,0,1
despertado,0,0,0,0,0,0,0,0,0,0,1
despertado,0,0,0,0,0,0,0,1,0,0,1
despertar,0,0,0,0,0,0,0,0,0,0,1
despertar,0,0,0,0,0,0,0,0,0,0,2
despertar,0,2,0,0,0,0,0,0,0,0,2
despertó,0,0,0,0,0,0,0,0,0,0,1
despertó,0,3,0,0,0,0,0,1,0,0,0
despiadadamente,0,0,0,1,1,0,0,0,0,0,0
despiadado,0,0,0,0,0,0,0,0,0,0,2
despiadado,1,0,0,1,2,0,0,0,1,2,0
despierto,0,0,0,0,0,0,0,0,0,0,2
despistado,0,0,0,0,2,0,0,0,0,0,0
desplazar,0,0,0,0,0,0,0,0,0,0,1
despoblado,0,0,0,0,0,0,0,0,0,0,1
despojos,0,0,0,0,1,2,1,0,0,0,0
déspota,0,0,0,1,0,0,0,0,0,0,1
despreciable,2,0,1,0,0,1,0,0,0,0,0
despreciado,0,0,0,0,0,1,0,0,0,0,0
despreciativo,0,0,0,0,0,0,0,0,0,0,1
desprecio,0,1,0,0,0,0,0,0,0,0,0
desprecio,0,1,0,0,0,1,0,0,0,0,1
desprecio,1,0,0,0,1,0,0,0,0,0,0
despredecir,1,0,0,2,0,0,0,6,0,1,1
desprenderse,0,0,0,0,0,0,0,0,0,0,2
despreocupadamente,0,1,0,0,3,2,3,2,0,0,0
despreocupado,0,1,0,0,0,0,0,0,0,0,0
desprevenido,0,0,0,0,0,0,1,0,0,0,0
desproducto,0,0,0,1,0,0,0,0,0,0,0
desproporción,0,1,0,0,0,0,0,0,0,0,2
desproporcionar,0,0,0,1,0,0,0,0,0,0,0
desproteger,0,0,0,0,0,0,0,0,0,0,1
desprovisto,0,0,0,0,0,0,0,0,0,0,2
después,0,0,0,0,0,0,0,0,0,0,1
desrealizar,0,0,0,0,0,1,0,0,0,0,1
desregulado,0,0,0,0,1,0,0,0,0,0,1
dessolicitar,0,0,0,0,1,0,0,0,0,0,0
destacan,0,2,0,0,0,0,0,0,0,0,0
destape,1,1,0,0,0,1,0,0,0,0,1
desterrar,0,0,0,1,3,0,0,0,0,0,0
destinado,0,0,0,0,0,0,0,0,0,0,1
destino,0,0,0,1,1,0,0,0,0,0,0
destino,2,1,0,0,0,0,0,0,0,0,0
destornillador,0,0,0,1,0,0,0,0,0,0,2
destrabajo,0,0,0,0,7,0,0,0,0,0,2
destreza,0,0,0,0,0,0,0,1,0,0,1
destronar,0,0,0,1,2,0,1,0,0,0,0
destrucción,0,0,0,0,0,0,1,0,0,0,0
destrucción,0,0,0,0,0,0,1,0,0,0,1
destruir,0,0,0,0,1,0,0,0,0,0,0
desunido,0,1,0,0,1,0,0,0,0,0,1
desunido,1,0,0,0,1,0,0,0,0,0,2
desunión,0,0,0,0,0,1,0,0,0,0,0
desunión,0,0,0,0,1,0,0,0,0,0,2
desvaida,0,0,0,0,0,1,0,0,0,0,1
desventaja,0,0,0,0,1,0,1,0,0,0,0
desventaja,0,0,0,0,2,0,0,0,0,0,0
desventaja,0,0,0,0,3,1,2,0,1,2,2
desventurado,0,0,0,0,11,1,0,0,0,0,0
desvergonzado,0,0,0,0,0,0,1,0,0,0,0
desvergonzado,0,0,0,0,0,1,0,0,0,0,0
desviación,0,1,0,0,0,1,0,0,0,0,0
desviado,0,0,0,0,0,1,0,0,0,0,8
desviar,0,0,0,0,0,0,0,0,0,0,1
desviar,0,0,0,0,0,0,0,0,0,0,3
desvincular,0,0,0,0,0,0,0,0,0,0,1
detalle,1,0,0,0,0,1,0,0,0,1,5
detectar,0,0,0,0,0,0,0,0,0,0,4
detecto,0,0,3,0,3,0,0,0,0,0,2
detector,0,1,0,0,0,0,0,0,0,0,0
detención,0,0,0,0,1,0,1,0,0,0,0
detener,1,1,0,0,0,0,0,0,0,0,2
deteriorar,0,0,0,0,0,0,0,0,0,0,1
deteriorarse,0,1,0,0,0,0,0,0,0,0,0
determinar,1,0,1,1,0,0,0,0,3,1,2
determinista,0,0,0,0,0,0,0,0,0,0,2
detesto,0,0,0,0,0,1,0,0,0,0,2
deton,1,0,0,3,0,1,0,0,0,0,0
detractor,0,0,0,0,1,0,0,0,0,0,3
detrás,0,1,0,0,0,0,0,0,0,0,2
detrimento,0,1,0,0,0,0,0,0,0,0,2
deuda,0,0,0,0,0,0,0,0,0,0,1
deuda,0,0,1,0,0,0,0,0,0,0,2
devasta,0,1,0,0,0,0,0,0,0,0,2
devocion,0,0,0,0,1,0,0,0,0,0,1
devolucion,0,0,1,0,0,0,0,0,0,0,0
devolución,2,2,0,2,0,1,0,1,2,2,6
devorar,0,0,0,0,1,0,0,0,0,0,1
devuelve,0,0,0,0,0,0,0,1,0,0,0
deyectar,0,1,0,0,0,0,0,0,0,0,0
día,0,0,0,0,0,0,0,0,0,0,1
día,0,2,0,0,0,0,0,0,0,0,1
diabetes,0,1,0,0,1,0,0,0,0,0,0
diablo,0,0,0,0,0,0,1,0,0,0,2
diablos,0,0,0,0,0,0,0,0,0,0,3
diabólica,0,0,0,1,0,0,1,0,0,0,0
diabólicamente,0,0,0,0,0,0,0,0,0,0,3
diabólico,0,0,0,0,0,0,0,0,0,0,1
diagonal,0,1,0,0,0,0,0,0,0,0,1
diamante,0,1,1,1,0,0,0,0,0,0,0
diámetro,0,0,0,0,0,0,0,0,0,0,4
diaria,0,0,0,0,0,1,0,0,0,0,2
diario,0,0,0,0,0,0,0,0,0,0,1
diario,0,0,0,0,0,0,0,0,0,0,2
diario,0,0,2,0,0,0,0,0,0,0,2
diáspora,0,0,0,0,0,0,1,0,0,0,0
diatriba,0,0,0,0,0,0,1,0,0,0,1
dib,1,0,0,0,0,0,0,0,0,0,0
dibujado,0,0,0,0,0,0,0,1,0,0,0
dibujante,0,1,0,0,0,0,0,0,0,0,2
dibujar,0,1,0,0,0,0,0,0,0,0,0
dibujó,0,1,0,0,0,0,0,0,0,0,2
diccionario,0,2,0,0,0,0,0,0,0,0,0
dicotomia,0,0,0,0,0,0,0,0,0,0,1
dictamen,0,0,0,0,0,0,0,0,0,0,3
dictatorial,0,0,0,1,0,0,0,0,0,0,0
diecinueve,0,0,0,0,0,0,0,0,0,0,2
dieciocho,0,0,0,0,0,0,0,0,0,0,5
dieciséis,0,0,0,0,0,0,0,0,0,0,2
diecisiete,0,0,0,1,0,0,0,0,0,0,0
diem,0,0,0,0,0,0,0,0,0,0,2
diente,0,1,0,0,0,0,0,0,0,0,0
diente,0,2,0,2,0,0,0,0,0,0,0
dientes,0,0,0,0,0,0,0,0,0,0,2
diesel,0,0,0,0,0,0,0,0,0,0,3
dieta,0,1,0,0,1,1,0,0,0,0,0
diez,0,0,0,0,0,0,0,0,0,0,1
difamación,0,0,0,0,0,0,1,0,0,0,2
difamación,1,0,0,0,0,1,4,0,3,1,1
diferencia,1,0,0,0,0,0,0,0,0,0,0
difícil,0,0,0,0,0,0,1,0,0,0,0
difícil,0,1,0,0,0,0,0,0,0,0,3
dificultad,0,0,0,0,0,0,1,0,0,0,0
difundir,0,0,0,0,0,0,0,0,0,0,2
difunto,0,0,0,0,0,0,0,0,0,0,1
difusión,0,2,0,0,0,0,0,1,0,0,0
digerir,0,0,1,0,0,0,0,0,0,0,0
digital,1,0,0,0,0,0,0,0,0,0,7
dignidad,0,0,0,0,0,0,0,0,0,0,1
dignificar,0,0,1,0,0,0,0,0,0,0,1
diktat,0,0,1,0,0,0,0,0,0,0,2
diligencia,1,0,0,0,0,1,0,1,0,0,0
diluir,0,0,0,0,0,0,0,0,0,0,2
diluvio,0,0,0,0,1,0,0,0,0,0,1
diluyente,1,3,0,0,0,0,0,0,5,6,3
dimensión,0,0,0,0,0,0,0,0,0,0,3
dimension,0,1,0,0,0,0,0,0,0,0,2
diminutivo,1,0,0,0,1,0,1,1,0,0,0
din,0,0,0,0,0,0,0,0,0,0,2
dinamica,0,0,0,0,0,0,0,0,0,0,1
dinamitar,0,0,0,1,0,0,0,0,0,0,0
dinero,0,1,0,0,0,0,0,0,0,0,0
ding,0,1,0,0,0,0,0,0,0,0,0
dios,0,0,0,0,0,0,0,2,2,0,3
diploma,0,1,1,0,0,0,0,0,0,0,0
diputado,0,1,1,0,0,0,0,0,0,0,1
diputados,0,0,1,0,0,0,0,1,0,0,0
dique,0,0,0,0,0,0,0,0,0,0,1
dirección,0,0,0,0,0,0,0,0,0,0,2
dirección,2,0,7,0,0,0,0,0,0,0,1
directa,0,1,1,0,0,0,0,0,0,0,1
director,0,0,0,0,0,0,0,0,0,0,2
dirigible,0,0,0,0,0,0,0,0,0,0,2
dirigible,0,0,0,0,0,0,0,1,0,0,2
dirigir,0,0,0,0,0,0,0,0,0,0,1
dirigir,0,0,1,0,0,0,0,0,0,0,1
disagra,0,1,0,0,0,0,0,0,0,0,2
discernir,0,1,0,0,0,0,0,0,0,0,0
disciplina,0,0,0,0,0,0,0,0,0,0,1
disciplinario,0,0,0,1,0,0,0,0,0,0,1
disco,0,0,0,0,0,0,0,0,0,0,2
disco,0,0,0,1,0,0,0,0,0,0,1
discontinuando,0,0,0,0,1,0,0,0,0,0,0
discordia,0,0,0,0,0,0,2,0,0,0,0
discreción,2,0,0,0,0,0,0,0,0,0,1
discrecional,0,0,0,0,1,1,0,0,0,0,0
discrepancia,0,0,0,0,0,0,0,0,0,0,2
discretamente,2,0,8,0,0,0,0,2,0,0,0
discreto,1,0,0,0,0,0,1,0,0,0,2
discriminar,0,0,0,0,4,0,3,0,0,0,1
discriminatorio,0,0,0,1,0,0,0,0,0,0,0
disculparse,0,0,1,1,0,0,0,0,0,0,0
disculparse,1,0,0,0,0,0,0,0,0,0,0
discursivo,0,0,0,0,0,0,0,0,0,0,2
discurso,0,0,0,0,0,0,0,0,0,0,1
discurso,0,0,0,0,0,0,0,0,0,0,1
discutible,0,0,0,0,0,0,0,0,0,0,1
discutible,1,0,0,0,0,0,0,0,0,0,1
discutir,0,0,0,0,0,0,0,0,0,0,2
discutir,0,1,0,0,1,0,0,0,0,0,1
diseccionar,0,0,0,0,0,0,0,0,0,0,2
diseminado,1,0,0,0,0,0,0,0,0,0,0
diseño,0,1,0,0,1,0,0,0,0,0,1
diseño,0,2,0,0,0,0,0,1,0,0,0
disenso,1,0,0,0,0,0,0,0,0,0,1
disfraz,0,0,0,0,0,0,0,0,0,0,2
disfrutar,0,0,0,0,0,0,0,0,0,0,2
disfrutar,0,0,0,0,0,1,0,0,0,0,0
disfrutar,0,2,0,0,0,0,0,0,0,0,0
disfuncional,0,0,0,0,4,2,0,0,0,0,3
disgusto,0,0,0,0,0,1,0,0,0,0,0
disgusto,0,0,0,1,0,0,0,0,0,0,0
disgusto,0,1,0,0,0,0,0,0,0,0,0
disímil,0,0,0,0,1,0,0,0,0,0,2
disincente,0,0,0,0,0,0,0,0,0,0,1
disipando,2,0,0,0,1,0,1,1,1,4,7
disipar,0,1,0,0,0,0,0,0,0,0,1
disipar,1,0,1,0,0,1,0,0,0,0,0
dislocado,0,0,0,0,0,1,0,0,0,0,1
disminución,0,0,0,0,0,1,0,0,2,2,2
disminuir,0,0,0,0,0,0,0,0,0,0,1
disminuir,0,0,0,0,1,0,0,0,0,0,0
disolución,0,0,0,0,1,0,0,0,0,0,2
disolver,0,0,0,0,0,0,0,1,0,0,0
disolver,0,1,0,2,1,0,0,0,0,0,0
disonancia,0,0,0,0,0,0,0,0,0,0,1
disparar,0,0,0,4,2,0,1,2,0,0,2
dispensar,1,0,0,0,0,0,0,0,0,3,3
dispersión,0,1,0,0,0,1,0,0,0,0,1
disperso,0,2,0,0,0,0,0,0,0,0,0
disponer,0,0,0,0,1,0,0,0,0,0,1
disposición,0,0,1,0,0,0,0,0,0,0,1
dispositivo,0,0,0,0,0,0,0,0,0,0,3
dispuesto,2,1,0,0,0,0,0,0,0,0,0
dispuestos,0,0,0,0,0,0,0,0,0,0,1
disputa,0,0,0,0,0,0,0,0,0,0,2
disputa,1,0,0,0,0,0,0,0,0,0,7
distancia,0,0,0,0,0,0,0,0,0,0,2
distante,0,0,0,0,0,0,0,0,0,0,1
distinguir,0,0,0,0,0,0,0,0,0,0,1
distintas,0,0,0,0,0,0,0,0,0,0,1
distintivamente,0,0,0,0,0,1,0,1,0,0,0
distorsionar,0,0,0,0,0,1,0,0,0,4,3
distraer,0,0,0,0,1,0,0,0,0,0,0
distraer,0,0,0,0,1,0,0,0,0,0,1
distribuidor,0,0,1,0,0,0,0,0,0,0,1
distribuir,0,0,0,0,0,1,0,0,0,0,0
distrito,0,0,0,0,0,0,0,0,0,0,3
disuadir,0,0,0,0,0,0,0,0,0,0,1
disuadir,0,0,0,0,0,0,0,0,0,0,3
disuasión,0,0,0,0,0,0,0,0,0,0,1
disuelve,0,0,0,0,0,0,0,0,0,0,2
divagando,1,0,0,0,0,0,0,0,0,0,2
diversificación,1,0,0,0,0,0,0,0,0,0,0
diversificar,0,0,0,0,0,0,0,0,0,0,1
divertido,0,5,0,0,0,0,0,0,4,2,1
divertidos,0,3,0,0,0,0,0,0,0,0,1
divertir,0,1,0,0,0,0,0,0,0,0,1
divertirse,0,4,0,0,0,0,0,0,0,0,2
dividendo,1,2,0,0,1,1,0,0,1,0,3
dividido,0,0,0,0,0,0,2,0,0,0,1
divisor,0,0,0,0,0,0,0,0,0,0,2
divorcio,0,0,0,0,2,1,1,0,0,0,0
doblado,0,0,0,0,0,1,0,0,0,0,1
doblar,1,0,0,0,0,0,0,0,0,0,2
doble,0,0,0,0,0,0,0,0,0,0,1
doblegamiento,0,0,0,0,0,0,0,0,0,0,2
doblemente,1,0,0,1,0,0,0,0,5,0,1
doc,0,0,0,0,0,0,0,0,0,0,1
doce,0,0,0,0,0,0,0,0,0,0,1
docena,0,0,0,0,0,0,0,0,0,0,1
dóciles,0,1,4,0,0,0,0,0,0,0,0
dockland,0,0,0,0,0,0,0,0,0,0,1
doctina,0,0,0,0,0,0,0,0,0,0,3
documental,0,1,1,0,0,0,0,1,1,1,3
dogma,2,1,6,0,0,1,0,0,3,1,4
dogmático,2,0,1,1,0,1,1,2,0,0,0
dolor,0,0,0,0,0,0,0,0,0,0,1
dolor,0,0,0,0,0,0,0,0,0,0,3
dolor,0,0,0,2,1,1,0,0,0,0,0
domar,0,0,0,0,0,0,0,0,0,0,3
domicilio,0,0,1,0,0,1,0,0,0,0,0
dominio,0,0,0,0,0,0,0,0,0,0,1
dominio,0,1,0,0,0,0,0,0,0,0,0
doña,0,0,0,0,0,0,0,0,0,0,2
donante,0,0,0,0,0,0,0,0,0,0,2
donante,0,1,0,0,0,0,0,0,0,0,1
doncella,1,2,0,0,0,0,0,0,0,0,6
donde,0,0,0,0,0,0,0,0,0,0,2
donde,0,0,0,0,0,0,0,0,0,0,3
dondequiera,0,0,0,0,0,0,0,0,0,0,2
dong,0,1,0,0,0,0,0,0,0,0,1
dorado,0,1,0,0,0,0,0,0,0,0,0
dormido,0,0,0,0,0,0,0,0,0,0,1
dormir,0,0,0,0,0,0,0,0,0,0,2
dormitar,0,0,0,0,0,0,0,0,0,0,2
dosis,1,0,0,0,0,0,0,0,0,0,0
doss,0,1,0,0,0,1,0,0,0,0,1
downbeat,0,0,0,0,0,0,0,0,0,0,2
dracma,0,0,0,0,0,0,0,0,0,0,4
draconianas,0,0,0,0,0,0,0,0,0,0,2
dragón,0,0,0,0,0,0,0,0,0,0,1
drama,0,1,0,0,1,0,0,0,0,0,0
dramático,0,1,0,1,1,0,1,2,0,0,0
dramaturgo,1,2,0,0,0,0,0,0,0,0,1
drástico,0,0,0,0,0,0,0,0,0,0,1
drogadicto,1,0,0,0,0,0,0,0,0,0,0
druida,0,0,0,1,0,0,0,2,0,0,7
ducha,0,0,0,0,0,0,0,0,0,0,2
duchi,0,0,0,0,0,0,0,0,0,0,2
dudoso,0,0,0,0,0,0,0,0,0,0,1
duele,0,0,0,2,1,1,0,0,0,0,0
duelo,0,0,0,0,0,0,0,0,0,0,1
duende,0,1,0,0,0,0,0,0,0,0,1
duh,0,0,0,0,0,0,0,0,0,0,3
dulce,0,2,0,0,0,0,0,0,0,0,0
dulcemente,0,11,0,0,0,0,0,0,0,0,1
dumper,0,0,0,1,1,2,0,1,0,0,7
dun,0,0,0,0,0,0,0,0,0,0,2
dúo,0,0,1,0,0,0,0,0,0,0,9
duodécimo,1,0,0,0,0,0,0,0,0,0,1
duper,0,1,0,0,1,0,0,0,0,0,0
duplicar,0,1,0,0,0,0,0,0,0,0,1
duplicito,0,1,0,0,0,0,0,0,0,0,0
duque,0,0,0,0,0,0,0,0,0,0,3
durable,0,0,0,0,1,0,1,0,0,0,1
duracion,4,0,3,0,0,0,0,0,0,0,3
duramente,0,0,0,2,0,2,1,0,0,0,0
durante,1,0,0,0,0,0,0,0,0,0,0
duras,0,0,0,0,0,0,1,0,0,0,1
durmiente,0,0,0,0,0,0,0,0,0,0,2
echelon,0,0,0,0,0,0,0,0,0,0,1
eclesiástica,0,1,0,0,0,0,0,0,0,0,1
eclipsar,0,1,0,2,0,0,0,1,0,0,0
eclipsar,1,1,0,0,0,0,1,1,0,0,0
eclipse,0,0,0,0,2,0,0,1,0,0,0
eco,0,2,0,0,0,0,0,0,0,0,2
ecocidio,0,0,0,0,1,0,6,0,0,0,1
ecologico,0,0,0,0,0,0,0,0,0,0,1
economía,2,0,0,0,0,0,0,0,0,0,1
economista,1,0,1,0,0,0,0,0,0,0,1
ecosistema,0,0,0,0,0,0,0,0,0,0,2
edificio,0,1,0,0,0,1,0,0,0,0,1
editor,0,0,0,0,0,0,0,0,0,0,2
editorial,0,0,0,0,0,0,0,0,0,0,3
editorializada,0,1,1,0,0,0,0,0,0,0,1
edredón,2,5,0,1,0,0,0,1,0,1,6
educación,0,0,0,0,0,1,0,0,0,0,0
educar,0,0,3,0,0,0,0,0,0,0,0
efectivo,2,2,0,0,0,0,0,0,0,0,5
efecto,0,0,2,0,0,0,0,7,0,0,2
efervescencia,0,0,0,0,0,0,0,0,0,0,1
efervescente,0,0,0,0,0,0,0,0,0,0,3
eficacia,0,0,0,0,0,0,0,0,0,0,1
eficaz,0,1,0,0,0,0,0,0,0,0,0
eficaz,0,2,1,0,0,0,0,0,0,0,0
eficiente,0,1,2,0,0,0,0,0,0,0,6
eglefino,1,0,0,0,0,0,0,0,0,0,7
ego,0,0,1,0,0,5,2,0,1,0,2
egoísta,0,0,0,0,0,0,0,0,0,0,1
egoísta,0,0,0,0,0,0,3,0,0,0,0
egoísta,0,0,0,0,4,4,2,0,0,0,1
egomaníaco,0,1,0,0,0,0,1,0,0,0,0
egresos,0,0,0,0,0,0,0,0,0,0,1
eh,0,0,0,0,0,0,0,0,0,0,1
eh,0,1,0,0,0,0,0,0,0,0,1
eje,0,0,0,0,0,2,1,0,0,0,2
eje,0,1,0,0,0,0,0,0,0,0,2
ejecución,0,1,0,0,0,0,0,0,0,0,2
ejecutado,0,0,0,0,0,0,0,0,0,0,1
ejecutor,0,0,0,0,0,0,0,0,0,0,1
ejem,0,0,0,0,0,0,0,0,0,0,1
