word,anticipation,joy,trust,fear,sadness,disgust,anger,surprise,positive,negative,none
cualquiera,0,0,0,0,0,0,0,0,0,0,1
descubrir,0,1,0,0,1,0,0,4,0,0,0
Esp,0,0,0,0,0,0,0,0,0,0,1
desencadenar,0,4,1,1,0,0,0,0,0,0,3
Whisky,0,0,0,0,0,0,0,0,0,0,1
Camarada,0,7,2,0,0,0,0,0,0,0,1
Brillante,0,1,0,0,0,0,0,0,0,0,0
Ingenio,1,0,0,0,1,0,0,0,0,0,1
implicación,0,1,0,0,0,0,0,0,0,0,1
Estanque,0,0,0,0,0,0,0,0,0,0,2
Sobrescribe,0,0,0,0,0,2,0,0,0,0,0
Tallo,0,0,0,0,0,0,0,1,0,0,0
Acosar,0,0,0,0,0,0,0,0,0,0,2
Perfil,0,2,0,0,0,0,0,0,0,0,2
Cromo,0,0,0,0,0,0,0,0,0,0,3
Extenso,0,0,0,0,1,0,0,0,0,0,1
pestaña,0,0,0,1,0,0,0,0,0,0,0
Pergamino,1,0,0,0,0,0,0,0,0,0,2
Pista,0,1,0,0,0,0,0,1,0,0,1
Exagerar,1,0,0,0,0,0,0,0,0,0,1
legitimidad,0,0,3,0,0,0,0,0,0,0,0
declaración,2,0,0,0,0,0,0,0,0,0,7
Escapada,0,0,0,0,1,0,0,0,0,0,1
propio,0,0,0,0,0,0,0,0,0,0,3
Proclamar,7,1,2,0,0,0,0,1,0,0,1
aspirante,0,0,0,0,0,0,0,0,0,0,2
Velocidad,0,0,0,0,0,0,0,1,0,0,0
Pinta,1,0,0,0,0,0,0,0,0,0,1
Cerveza,0,0,0,0,0,0,0,0,0,0,2
barman,1,1,0,0,0,0,0,0,0,0,0
Carisma,0,10,2,0,0,0,0,0,0,0,0
Cerdo,0,0,0,0,0,0,0,0,0,0,1
Oro,0,1,0,0,0,0,0,0,0,0,0
Extraño,0,0,0,0,0,1,0,0,0,0,2
Derrota,0,0,0,0,3,0,0,0,0,0,0
Residente,0,0,0,0,0,1,0,0,0,0,0
buenisimo,0,0,0,0,1,0,1,0,0,0,0
Leales,0,1,6,0,0,0,0,0,0,0,3
reunificar,0,2,0,0,0,0,0,0,0,0,0
Sacrificio,0,1,0,0,1,0,0,0,0,0,0
abreviar,0,0,0,0,0,0,1,0,0,0,0
Enfermar,0,0,0,0,1,1,0,0,0,0,0
Pagado,0,2,0,0,0,0,0,0,0,0,2
disuasión,0,0,0,0,0,0,0,0,0,0,1
conspirar,0,0,1,1,0,1,0,2,0,0,0
Giro,0,1,0,0,0,0,0,0,0,0,0
parafrasear,0,0,1,0,0,0,0,0,0,0,0
Papá,0,4,2,0,0,0,0,0,1,0,4
digital,1,0,0,0,0,0,0,0,0,0,7
abrazar,0,4,1,0,0,0,0,0,0,0,0
Diez,0,0,0,0,0,0,0,0,0,0,1
enóloga,0,1,0,0,0,0,0,0,0,0,0
Suspiro,0,0,0,0,0,0,0,0,0,0,1
más estúpido,0,0,0,0,0,0,0,0,0,0,2
Control,0,0,2,0,0,0,0,0,0,0,1
Más,0,0,0,0,0,0,0,0,0,0,2
Infligir,0,0,0,0,0,0,1,0,0,0,0
Secretamente,0,0,0,0,0,0,0,0,0,0,2
Nacimiento,0,1,0,0,0,0,0,0,0,0,0
inmediato,2,0,1,0,0,0,1,1,0,0,0
Policia,0,0,1,1,0,0,0,0,0,0,6
weeni,1,0,0,0,0,0,0,0,0,0,1
Vía,0,0,0,0,0,0,0,0,0,0,1
Pew,0,0,0,0,0,0,0,0,0,0,1
Baile,0,14,0,0,0,0,0,0,1,1,2
Sala,0,0,0,0,0,1,0,0,0,0,1
Consideran,0,0,1,0,0,0,0,0,0,0,7
Nuevo,0,0,0,0,0,0,0,0,0,0,1
Red,0,1,1,0,1,0,0,0,0,0,0
Arrastre,0,0,0,0,0,0,0,0,0,0,1
Histórico,0,1,1,0,0,0,0,0,0,0,1
Tierrar del corazón,0,1,0,0,0,0,0,0,0,0,1
Angustia,0,0,0,1,1,0,0,0,0,0,1
Asilo,0,0,0,0,0,0,0,0,0,0,1
Olvidado,0,0,0,0,0,0,0,0,0,0,1
garantizar,0,1,2,0,0,0,0,0,0,0,0
bioético,0,0,0,0,0,0,0,0,0,0,2
adherir,0,1,1,0,0,0,0,0,0,0,1
Ayer,0,0,0,0,0,0,0,0,0,0,2
Insistir,0,0,0,0,0,0,0,0,0,0,2
reconocimiento,1,0,0,0,0,0,0,0,0,0,1
no escrita,1,0,0,0,0,0,0,0,0,0,0
Autorizar,0,1,1,1,0,0,0,0,4,0,2
entidad,0,0,2,0,0,0,0,0,0,0,0
reaplicar,0,0,0,0,1,0,1,0,4,0,4
Puente,0,0,1,0,0,0,0,0,0,0,1
Atrapado,0,1,0,0,0,0,0,0,0,0,2
alternar,2,1,0,0,0,0,0,1,0,2,2
Aislar,0,0,0,2,0,0,0,0,0,0,0
Co,0,0,0,0,0,0,0,0,0,0,2
Mirador,0,1,0,0,0,0,0,0,0,0,1
sustituir,1,0,0,0,0,0,0,0,0,0,0
emocional,0,1,0,0,0,0,0,0,0,0,1
Sencillo,0,1,0,0,0,0,0,0,0,0,2
problemático,0,0,0,0,1,0,0,0,0,0,0
beneficiario,0,0,0,0,0,0,0,0,0,0,1
Sucesor,2,1,2,0,0,0,0,0,0,0,0
arma nuclear,2,0,0,3,0,0,0,0,0,0,4
príncipe,1,0,0,0,0,0,0,0,0,0,1
China,0,0,0,0,0,0,0,0,0,0,1
Caos,0,0,0,1,0,0,1,0,0,0,0
Supervivencia,1,0,0,0,0,0,0,0,0,0,2
Permitirse,0,3,0,0,0,0,0,0,0,0,6
resuelto,0,3,0,0,0,0,2,0,0,1,3
Cívico,0,0,0,0,0,0,0,0,0,0,3
de miedo,0,0,0,1,0,0,0,0,0,0,2
Saltar,0,1,0,0,0,0,0,0,0,0,0
Amén,0,0,0,0,0,0,0,0,0,0,1
Vecino,0,0,1,0,0,0,0,0,0,0,1
Apoyo,0,0,0,0,0,0,0,0,0,0,2
Largarse,0,1,0,0,0,0,0,0,0,0,1
meta,1,0,0,0,0,0,0,0,0,0,2
Compatriotas,0,1,4,0,0,0,0,0,0,0,5
Proyecto,0,1,0,0,0,0,0,0,0,0,0
Partido,0,2,0,0,0,1,0,0,3,0,4
lisiado,0,0,0,0,1,0,0,0,0,0,1
Infrecuente,0,0,1,0,1,0,0,0,0,0,1
Tricolor,0,1,0,0,0,0,0,0,0,0,1
sentido,0,0,0,0,0,0,0,0,0,0,1
Prestar,0,1,2,0,0,0,0,0,0,0,0
Pico,2,6,0,0,0,0,0,2,1,0,1
sofismo,0,1,0,0,0,1,0,0,0,0,1
elegante,0,1,0,0,0,0,0,0,0,0,1
error,0,0,0,0,1,0,1,0,0,0,0
Alimentado,0,1,0,0,0,0,0,0,0,0,2
Solitario,0,0,0,0,1,0,0,0,0,0,2
Sueco,0,0,0,0,0,0,0,0,0,0,1
Amargo,0,0,0,0,0,0,1,0,0,0,1
Trágico,0,1,0,0,1,0,0,0,0,0,0
anual,0,0,0,0,0,0,0,0,0,0,2
Escapar,0,0,0,0,0,0,1,0,0,0,1
Proverbio,0,0,0,0,0,0,0,0,0,0,2
Tablero,0,1,0,0,0,0,0,0,0,0,0
Interesado,0,2,0,1,0,0,0,0,0,0,0
alentar,1,3,5,0,0,1,0,0,3,1,2
Doblado,0,0,0,0,0,1,0,0,0,0,1
indivisible,1,0,0,0,1,0,0,0,0,0,0
voluntario,0,0,0,0,0,0,0,0,0,0,1
Anterior,0,0,0,0,2,0,0,0,0,0,0
Desacreditar,0,0,1,0,1,0,0,0,0,0,0
Oscuro,0,0,0,5,0,0,0,0,0,0,0
eterno,0,0,1,0,1,0,0,0,0,0,0
Reinado,0,0,0,0,0,0,0,0,0,0,2
Ultra,0,0,0,0,0,0,0,0,0,0,2
Atraer,0,0,1,0,0,0,0,0,0,0,0
Pesar,0,0,0,0,0,1,1,0,0,0,0
Mínimo,0,0,0,1,0,0,0,0,0,0,1
tendencia,2,1,0,0,0,0,0,0,0,0,0
actitud,0,0,0,1,0,0,0,0,0,0,0
Más,0,0,0,0,0,0,0,0,0,0,1
Alcohol,0,0,0,0,0,0,0,0,0,0,3
Entumecido,0,0,0,0,0,0,0,0,0,0,2
Trampa,0,0,0,0,0,0,0,1,0,0,0
Libro,0,0,0,0,0,0,0,0,0,0,2
Cociente,1,0,0,0,0,0,0,0,0,0,0
Corona,0,0,0,0,0,0,0,0,0,0,2
Muchacha,0,2,0,0,0,0,0,0,0,0,8
Bruja,0,0,0,0,0,0,0,0,0,0,1
pésimo,0,0,0,0,1,0,0,0,0,0,2
Cricket,0,1,0,0,0,0,0,0,0,0,0
Equipo,0,0,1,0,0,0,0,0,0,0,1
Gritar,0,0,0,1,1,0,0,0,0,0,0
más fuerte,0,0,1,0,0,0,1,0,0,0,0
Patrón,0,1,3,0,0,0,0,0,3,0,2
Ayuda,0,1,0,1,0,0,0,0,0,0,0
Simulacro,0,0,0,0,0,0,0,0,0,0,2
Abismo,0,0,0,0,0,0,0,0,0,0,1
Hinchazón,1,0,0,0,0,0,0,0,0,0,2
Cuerpo,0,0,0,1,0,0,0,0,0,0,2
Contencioso,0,0,0,0,0,0,0,0,0,0,1
custodia,0,0,0,0,0,0,0,0,0,0,1
Naturalizado,0,0,0,0,1,0,0,0,0,0,0
Visa,0,0,0,0,0,0,0,0,0,0,1
emigrar,0,0,0,0,1,0,0,0,0,0,0
exasperante,0,0,0,0,0,0,2,0,0,0,0
Milán,1,1,0,0,0,0,0,0,0,0,1
Exilio,0,0,0,0,0,0,0,0,0,0,2
casar,0,0,0,0,0,0,0,0,0,0,2
Ciudadanía,0,6,3,1,0,0,0,0,2,0,6
Papeleo,0,0,0,0,0,4,0,0,0,0,4
elegible,0,1,0,0,0,0,0,0,0,0,0
Van,0,0,0,0,0,0,0,0,0,0,1
insegura,0,0,0,0,1,0,0,0,0,0,1
Ruptura,0,0,0,0,0,1,1,1,0,0,2
Boomerang,0,0,0,0,0,0,0,1,0,0,1
Persiguen,0,0,2,6,0,0,2,0,0,0,2
secesionarse,0,1,0,0,0,0,0,0,0,0,0
redefinir,0,0,0,0,0,0,0,0,0,0,3
Entusiasta,0,1,0,0,0,0,0,0,0,0,0
Impresión,0,0,0,0,0,0,0,0,0,0,3
Mapa,0,0,0,1,1,0,0,0,0,0,1
Acueducto,0,0,0,0,0,0,0,0,0,0,2
Pare,1,0,0,0,0,0,0,1,0,0,0
alto,0,1,0,0,0,0,0,0,0,0,2
Península,1,0,1,0,0,0,0,0,1,2,12
Brazo,0,1,0,0,1,0,0,0,0,0,0
Pan,0,0,0,0,0,0,0,0,0,0,2
compañero de piso,0,0,0,0,0,0,0,0,0,0,2
Paraguas,0,0,0,0,0,0,0,0,0,0,2
perezoso,0,0,0,0,0,0,2,0,0,0,0
ay,0,0,0,0,1,0,0,0,0,0,2
Orgullo,0,2,0,0,0,0,0,0,0,0,0
icki,0,0,0,0,1,0,0,0,0,0,1
Globo,0,1,0,0,0,0,0,0,0,0,1
enemigos,0,0,0,0,0,0,0,1,0,0,0
palmadita,0,2,0,0,0,0,0,0,0,0,0
abuelo,0,0,0,1,0,0,0,1,0,0,0
desagradable,0,0,0,0,0,0,0,0,0,0,1
vaina,0,0,0,0,0,1,0,1,0,0,1
religioso,0,4,3,1,0,1,0,0,1,0,1
explotar,0,0,0,1,0,3,0,1,1,0,2
Soplado,0,0,0,0,0,0,0,0,0,0,1
genocida,0,0,0,0,1,0,0,0,0,0,1
Esta noche,0,1,0,0,0,0,0,0,0,0,2
Plana,0,2,0,0,0,0,0,0,0,0,0
Niebla,1,0,0,0,0,0,0,0,0,0,1
Habitación,0,0,2,0,0,0,0,0,0,0,7
Barrera,0,0,0,0,2,1,0,0,0,0,1
fortificación,1,0,6,1,1,0,0,0,0,0,2
tu,0,0,0,0,0,0,0,0,0,0,9
anhelando,0,1,0,0,0,0,0,0,0,0,1
pene,0,0,0,0,0,0,0,0,0,0,1
desunión,0,0,0,0,0,1,0,0,0,0,0
disfuncional,0,0,0,0,4,2,0,0,0,0,3
Introspección,1,0,0,0,0,0,0,0,0,0,1
capaz,0,1,2,0,0,0,0,0,0,0,0
Redibujar,1,0,0,0,0,0,0,0,0,0,0
ligeramente,0,1,1,0,0,0,0,0,0,0,0
Religión,1,1,0,0,0,1,0,0,0,0,1
Pa,0,0,0,0,0,0,0,0,0,0,1
entusiasmo,0,1,0,0,0,0,0,0,0,0,2
Burócrata,0,0,0,0,0,0,1,0,0,0,0
Quien,0,0,0,0,0,0,0,0,0,0,3
Refugio,0,1,0,0,1,0,0,0,0,0,0
Eficiente,0,1,2,0,0,0,0,0,0,0,6
culpa,0,0,0,0,1,0,0,0,0,0,1
pasable,0,0,0,0,0,0,0,0,0,0,1
Prosperar,0,7,0,0,0,0,0,0,0,0,1
decreciente,0,0,0,0,1,1,0,0,0,0,2
Toga,0,0,0,0,0,0,0,0,0,0,3
Centurión,0,0,0,0,0,1,0,0,0,0,0
horquillas,0,0,0,0,0,0,0,0,0,0,1
Calor,0,0,0,0,0,0,0,0,0,0,2
Piso,0,0,0,0,0,0,0,0,0,0,2
Abajo,0,0,0,0,0,0,0,0,0,0,1
Baño,0,0,0,0,0,0,0,0,0,0,2
dramático,0,1,0,1,1,0,1,2,0,0,0
adecuado,0,0,1,0,0,0,0,0,0,0,1
Incompatible,0,0,0,0,1,0,0,0,0,0,1
gay,0,0,0,0,0,3,0,0,1,0,4
preservar,0,1,1,0,1,0,0,0,2,0,4
disolución,0,0,0,0,1,0,0,0,0,0,2
Encuesta,0,0,2,0,0,0,0,4,0,0,5
cáscara de nuez,0,1,0,0,0,0,0,0,0,0,0
recorrido,0,1,0,0,0,0,0,0,0,0,2
Sacudir,1,0,1,0,0,0,0,0,0,0,0
Dosis,1,0,0,0,0,0,0,0,0,0,0
Incredulidad,0,0,0,0,0,0,1,0,0,0,0
Facción,0,1,2,0,0,0,1,0,0,0,0
Ortodoxa,0,0,0,0,0,0,0,0,0,0,2
Hermano,0,2,0,0,0,0,0,0,0,0,0
Ricos,1,4,0,0,0,0,0,0,4,0,0
sincero,0,0,0,0,0,1,0,0,0,0,1
Sobre,0,0,0,0,0,0,0,0,0,0,1
Llano,0,1,0,1,0,0,0,0,0,0,1
Manera,0,0,0,0,0,0,0,0,0,0,4
ilegalmente,0,0,0,0,0,0,0,0,0,0,1
tomar el control,0,0,1,0,0,0,0,0,0,0,0
Planeta,0,0,0,0,1,0,0,0,0,0,1
cerco,0,0,0,0,0,0,1,0,0,0,1
Rodean,0,0,2,0,0,0,0,1,0,0,0
Documental,0,1,1,0,0,0,0,1,1,1,3
pesado,0,0,0,0,0,0,0,0,0,0,1
esquivar,0,0,1,1,0,0,0,0,0,0,7
Desagüe,0,0,0,0,1,0,0,0,0,0,0
crisis,0,0,0,0,0,0,0,0,0,0,3
agua estancada,0,0,0,0,0,0,0,0,0,0,2
periférico,0,0,0,0,0,0,0,0,0,0,2
cerca,0,0,1,0,0,0,0,0,1,0,6
percepción,2,0,0,0,0,0,0,0,4,0,2
Mejores,0,6,1,0,0,0,0,0,1,0,2
Pluralista,0,0,0,0,0,0,0,0,0,0,3
Nihilista,0,0,0,0,0,0,0,0,0,0,4
conservación,0,0,1,0,0,0,0,1,0,0,0
Oriente,0,2,1,0,0,0,0,0,0,0,1
Consumidor,0,1,0,1,0,0,0,0,0,0,0
plebeyo,0,0,0,0,0,0,0,0,0,0,1
confederado,0,1,0,0,0,0,0,0,0,0,2
Nuevos,0,1,0,0,0,0,0,0,0,0,1
castillo,0,1,0,0,0,0,0,0,0,0,3
adversario,0,0,0,0,0,0,0,0,0,0,2
Puntuación,0,1,0,0,0,0,0,0,0,0,0
Mitología,0,0,0,0,0,0,0,0,0,0,3
Criatura,0,0,1,0,0,0,0,0,0,0,1
Interactuar,0,0,0,0,0,0,0,0,0,0,8
alianza,0,1,3,0,0,0,0,0,0,0,5
Romántico,1,2,0,0,0,0,0,0,0,0,0
Condicional,1,1,1,0,1,0,0,0,1,2,9
belicista,1,0,0,0,0,0,0,0,0,0,0
desocupar,0,1,0,1,0,0,0,0,0,0,0
Reclamar,1,0,1,0,0,0,0,0,0,0,0
Sur,0,4,0,0,0,1,0,1,0,0,6
Buzos,0,0,0,0,1,0,0,0,0,0,1
antes,0,0,0,0,0,0,0,0,0,0,1
organización,0,1,0,0,0,0,0,0,0,0,1
Sumergir,0,0,0,0,0,0,0,0,0,0,2
Drama,0,1,0,0,1,0,0,0,0,0,0
demasiado,0,0,0,0,1,0,1,0,0,0,1
inespecífico,0,0,0,0,0,0,0,0,0,0,1
amable,0,2,1,0,0,0,0,0,0,0,0
enfatizar,0,1,0,0,0,0,0,0,0,0,0
Inteligente,0,3,0,0,0,0,1,0,0,0,0
basura,0,0,0,0,0,0,0,0,0,0,2
Conquistar,0,2,0,0,0,0,0,0,0,0,0
Crecer,0,1,0,0,0,0,0,0,0,0,1
Dieciséis,0,0,0,0,0,0,0,0,0,0,2
Duh,0,0,0,0,0,0,0,0,0,0,3
Contar,0,1,0,0,0,0,0,0,0,0,2
ejemplariza,0,0,0,0,0,0,0,0,0,0,2
Porno,0,0,0,0,0,1,0,0,0,0,0
prostitución,0,1,0,0,0,1,0,0,0,0,1
Adicto,0,0,0,1,2,0,0,0,0,0,0
Aborta,0,0,0,0,0,0,2,0,0,0,0
disgusto,0,1,0,0,0,0,0,0,0,0,0
tennis,0,0,0,0,0,0,0,0,0,0,3
Fascista,0,1,0,0,0,0,0,0,0,0,2
ocupación,1,0,0,0,0,0,0,0,0,0,2
Francotirador,0,0,0,3,1,0,0,0,0,0,0
Sótano,0,0,0,0,0,0,0,0,0,0,2
Refugio,0,0,1,0,0,0,0,0,0,0,0
Pálido,0,1,0,0,0,0,0,0,0,0,1
Surrealista,0,0,0,1,0,0,0,0,0,0,2
Mejor,0,7,2,0,0,0,0,0,0,0,0
Taxi,0,0,0,0,0,1,0,0,0,0,1
Conductor,0,0,0,0,0,0,0,0,0,0,1
Robar,0,0,0,0,4,1,2,0,0,0,1
dorado,0,1,0,0,0,0,0,0,0,0,0
sociológico,0,0,0,0,0,0,0,0,0,0,2
hundir,0,0,0,0,1,0,0,1,0,0,0
Compatriota,0,1,1,0,0,0,0,0,0,0,1
Fingir,0,0,0,0,0,2,1,4,0,0,2
Olor,0,0,0,0,0,1,0,0,0,0,0
cercar,0,0,0,0,0,1,0,0,0,0,2
Juzgado,0,1,1,0,0,0,0,0,0,0,1
Hasta,0,0,0,0,0,0,0,0,0,0,2
cualidad,1,3,2,1,0,0,0,0,1,1,2
Estaba,0,0,0,0,0,0,0,0,0,0,1
Anterior,2,0,1,0,0,0,0,0,0,0,0
matanzas,0,0,0,0,0,0,0,0,0,0,2
Villano,1,0,0,3,0,0,0,0,0,0,7
todos modos,0,0,0,0,0,0,0,0,0,0,1
Entre,0,0,1,0,0,0,0,0,0,0,1
disolver,0,0,0,0,0,0,0,1,0,0,0
Marco,1,0,0,0,0,0,0,0,0,0,1
Agresor,0,1,0,0,0,0,0,0,0,0,3
Víctima,0,0,0,1,1,0,0,0,0,0,0
Neutral,0,1,0,0,0,0,0,0,0,0,1
Montaña,0,3,0,0,0,0,0,0,0,0,1
Brillante,0,3,0,0,0,0,0,0,0,0,0
cuyo,0,1,0,0,0,0,0,0,2,1,6
Constante,0,0,0,0,0,0,0,0,0,0,1
advertencia,0,0,0,0,0,0,0,0,0,0,2
Periodista,0,1,0,0,0,0,0,0,0,0,1
Rt,0,1,0,0,0,0,0,0,0,0,1
poderoso,0,0,0,0,0,0,0,0,0,0,1
Tradicionalista,0,0,0,1,0,0,0,0,0,0,1
Cirujano,0,0,4,6,0,0,0,0,0,0,2
cirugía,0,0,0,1,0,0,0,0,0,0,0
Folleto,0,0,0,0,0,0,0,0,0,0,2
Sombra,0,0,1,0,0,0,0,0,0,0,0
Tsunami,0,0,0,1,0,0,0,0,0,0,1
Huir,0,1,0,1,1,0,0,0,0,0,0
Cesar,1,0,0,0,0,0,0,1,0,0,0
Humo,0,0,0,1,2,3,0,0,0,0,3
Bufón,0,0,0,0,0,0,0,0,0,0,1
Sincero,1,0,8,0,0,0,0,1,0,0,2
Aislacionista,0,0,0,0,1,0,0,0,0,0,0
Corteza,0,0,0,0,0,0,0,0,0,0,1
actualizar,6,1,0,1,1,0,0,1,4,0,4
Nominal,0,1,0,0,0,0,0,1,0,0,0
Limosna,0,0,0,0,0,0,0,0,0,0,3
Cordero,0,0,0,0,0,0,0,0,0,0,1
Combinar,0,0,0,0,0,0,0,0,0,0,1
Regla,0,0,1,0,0,0,0,0,0,0,0
Cuarto,0,0,1,0,0,0,0,0,0,0,0
Continente,0,0,0,0,0,0,0,0,0,0,2
anécdota,0,0,0,0,0,0,0,0,0,0,1
Viaje,0,1,0,0,0,0,0,0,0,0,2
Habitante,0,2,0,0,0,0,0,1,0,0,2
Patriota,0,2,7,0,0,0,0,1,0,0,2
noventa,0,0,0,0,0,0,0,0,0,0,4
Siete,0,0,0,0,0,0,0,1,2,1,7
notorio,0,1,0,0,0,0,0,0,0,0,0
Zapato,0,0,0,0,0,0,0,0,0,0,2
Repentino,0,0,0,0,0,1,0,0,0,0,2
Destrucción,0,0,0,0,0,0,1,0,0,0,1
Pueblo,0,0,0,0,0,0,0,0,0,0,1
Primo,0,4,2,1,0,0,0,1,1,0,2
Confesar,0,0,1,0,0,0,0,0,0,0,0
prematuro,0,1,0,1,0,0,0,0,0,0,2
Dibujó,0,1,0,0,0,0,0,0,0,0,2
de principio a fin,0,0,0,0,0,0,0,0,0,0,1
Parte inferior,0,0,0,1,0,0,0,0,0,0,0
cada vez más,1,1,0,0,0,0,0,0,3,0,6
maldito,0,1,0,0,0,0,1,0,0,0,0
aclaración,2,0,3,0,0,0,0,0,0,0,0
Conservar,0,0,0,0,0,0,0,0,0,0,1
Provocativo,0,1,0,1,0,0,1,0,0,0,0
Teatro,0,3,0,0,0,0,0,0,0,0,0
ejecución,0,1,0,0,0,0,0,0,0,0,2
inauguración,3,2,0,0,0,0,0,0,3,0,3
Marca,0,0,0,0,0,0,0,0,0,0,1
Congreso,0,0,0,0,0,0,0,0,0,0,1
Globalista,0,0,0,0,0,0,0,0,0,0,2
Analista,0,1,2,0,0,0,0,0,0,0,0
Alinear,0,0,1,0,0,0,0,0,0,0,0
Métricas,0,0,1,0,0,0,0,0,0,0,0
Traslapo,0,1,0,0,0,0,1,0,0,0,1
humilde,0,0,0,0,0,0,0,0,0,0,1
Húmedo,0,0,0,0,0,0,0,0,0,0,2
Limpia,1,3,0,0,0,0,0,0,3,1,1
Soldado,0,0,5,3,1,0,1,0,0,0,2
Violación,0,0,0,1,0,1,0,0,0,0,1
Desprovisto,0,0,0,0,0,0,0,0,0,0,2
Espuma,0,3,0,0,0,1,0,1,0,0,6
Algún día,0,0,0,0,0,0,0,0,0,0,1
ilusiones,0,1,0,0,0,0,0,0,0,0,1
Fruta,0,4,0,0,0,0,0,0,1,2,2
Improvisación,1,8,1,1,0,0,0,0,6,0,1
Baklava,0,3,0,1,0,0,0,0,0,0,1
Gelatina,0,1,0,0,0,0,0,0,0,0,2
Terror,0,0,0,2,0,0,0,0,0,0,1
Ultimátum,0,0,0,1,0,0,0,0,0,0,3
Escalar,0,4,0,4,0,0,1,1,1,0,1
Adecuada,0,2,1,1,0,0,0,0,4,1,1
investigación,1,0,0,0,0,0,0,0,0,0,0
archiduque,0,0,0,0,0,0,0,0,0,0,2
Pretexto,1,0,0,0,0,0,0,0,0,0,0
Asesinato,0,0,0,1,0,0,0,0,0,0,0
promover,0,0,0,0,1,0,0,0,0,0,0
Lanzamiento,0,0,0,0,0,0,1,0,0,0,0
Bahía,0,0,0,0,0,0,0,0,0,0,1
orquestar,0,1,0,1,0,0,0,0,0,0,0
contra,0,0,0,0,0,0,0,0,0,0,1
Embajador,0,1,0,1,0,0,0,0,0,0,1
Patético,0,0,0,0,2,0,0,0,0,0,1
ansiosamente,0,2,0,0,0,0,0,0,0,0,0
Esperan,0,0,0,0,0,0,0,0,0,0,1
contradictorio,0,0,0,0,1,0,0,0,0,0,1
Arancelarias,1,0,0,0,0,0,0,0,0,0,1
Reducir,0,0,0,0,0,0,0,0,0,0,1
Enfrentar,1,0,0,0,0,0,3,0,0,0,5
arbusto,0,0,0,0,0,0,0,0,0,0,1
Peligro,0,0,0,4,0,0,0,0,0,0,0
Áspero,1,0,0,1,0,0,0,0,0,0,1
trébol,1,0,0,0,0,0,0,0,0,0,2
estreno,2,1,0,0,0,0,0,0,0,0,7
presupuestario,0,0,0,0,0,0,0,0,0,0,2
Últimos,3,4,0,0,0,1,0,0,0,0,2
Híbrido,0,1,0,0,0,0,1,0,0,0,1
Falso,0,1,0,0,0,0,0,0,0,0,2
categoria,0,0,0,0,0,0,0,0,0,0,1
mundial,0,1,0,0,0,1,0,0,0,0,0
Ganar,0,0,0,0,0,0,0,0,0,0,2
pozo negro,0,0,0,1,0,0,0,0,0,0,1
Cosmopolita,0,0,0,0,0,0,0,0,0,0,2
Mallorca,0,0,0,0,1,0,0,0,0,0,0
Herida,0,0,0,0,9,0,0,0,0,0,0
Bombardear,0,0,0,1,0,0,0,0,0,0,0
Suave,0,0,0,0,0,0,0,0,0,0,3
Tensión,0,0,0,0,2,0,0,0,0,0,1
Holocausto,0,0,0,1,0,0,0,0,0,0,2
ocupante,0,1,0,0,0,0,1,0,0,0,0
Negro,0,0,0,0,0,0,0,0,0,0,1
regimen,0,1,0,0,0,0,1,0,0,0,1
cautiva,0,1,0,0,0,0,0,0,0,0,1
Niño,0,0,0,0,0,0,0,0,0,0,2
Cuna,4,6,0,0,0,0,0,0,0,0,2
Traje,0,1,0,0,0,0,0,0,0,0,1
descubierto,0,1,0,0,0,0,0,1,0,0,0
Heredero,0,0,0,0,0,0,0,0,0,0,1
Tren,0,2,0,0,0,0,0,0,0,0,1
suministro,0,0,0,0,0,0,1,0,0,0,1
inocente,0,0,2,0,0,0,0,0,0,0,0
pericia,0,1,0,0,0,0,0,0,0,0,0
Doblar,1,0,0,0,0,0,0,0,0,0,2
Creación,0,2,0,0,0,0,0,1,0,0,0
Combate,0,0,0,0,0,0,0,0,0,0,1
rublo,0,0,0,0,0,0,0,0,0,0,1
Capa,0,0,0,0,0,0,0,0,0,0,1
reunión,0,0,0,0,0,0,0,0,0,0,1
Otoño,0,0,0,0,1,0,0,0,0,0,1
Bosque,0,1,0,0,0,0,0,1,1,0,8
Liderazgo,0,1,1,0,0,0,0,0,0,0,0
Zoológico,0,0,0,0,0,0,0,0,0,0,1
Enseñar,0,1,0,1,0,0,0,0,0,0,0
Huyó,0,0,0,0,0,0,0,0,0,0,2
vitrina,0,1,0,0,0,0,0,0,0,0,0
admirar,0,0,0,0,0,0,0,0,0,0,1
Injusto,0,0,0,0,2,0,1,0,0,0,0
Golpear,0,0,0,0,0,0,1,0,0,0,1
Dientes,0,0,0,0,0,0,0,0,0,0,2
Médico,0,1,0,0,0,0,0,0,0,0,1
Personal,0,0,1,0,0,0,0,0,0,0,0
Derrocar,0,0,0,0,0,0,0,0,0,0,1
Aha,0,1,0,0,1,0,0,1,0,0,8
manzana,0,1,0,0,0,0,0,0,0,0,1
naranja,0,8,0,0,0,0,0,0,0,0,2
esclavizar,0,0,0,0,0,0,0,0,0,0,4
violador,0,0,0,0,0,0,0,0,0,0,1
Muñeca,0,2,0,0,0,0,0,1,0,0,0
Barba,0,0,2,0,0,1,0,2,0,0,0
Voló,0,1,0,0,0,0,0,0,0,0,0
Bombardero,0,0,0,5,0,0,1,0,0,0,3
Sequía,0,0,0,0,0,0,0,0,0,0,2
Experiencia,0,0,0,0,0,0,0,0,0,0,2
Ambiente,0,3,0,0,0,0,0,0,0,0,0
